SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,district,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEE000064,379530800H,臺北市政府,臺北市公共運輸處,公車站,新興國中-S-新生北路二段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生北路二段139號斜對面候車亭,121.5275078,25.0614938,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Xinxing Junior High School S-Sec. 2, Xinsheng N. rd.",Taipei City,Zhongshan District,"The bus station diagonally opposite of No. 139, Sec. 2, Xinsheng N. Rd., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000065,379530800H,臺北市政府,臺北市公共運輸處,公車站,中山里(民生)-E-民生東路一段,,TAIFO,104,臺北市,中山區,104臺北市中山區民生東路一段90號對面候車亭,121.5271009,25.0579586,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongshan Li(Minsheng)- E-Sec. 1, Minsheng E. rd.",Taipei City,Zhongshan District,"The bus station on the opposite side of No. 90, Sec. 1, Minsheng E. Rd., Zhongshan Dist., Taipei City? 104?, Taiwan (R.O.C.)"
TPEE000066,379530800H,臺北市政府,臺北市公共運輸處,公車站,長春國小-W-長春路,,TAIFO,104,臺北市,中山區,104臺北市中山區長春路165號旁候車亭,121.5340441,25.0548631,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Changchun Elementary School W-Changchun rd.,Taipei City,Zhongshan District,"The bus station near No. 165, Changchun Rd., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000067,379530800H,臺北市政府,臺北市公共運輸處,公車站,中山女高-S-建國北路一段,,TAIFO,104,臺北市,中山區,104臺北市中山區建國北路一段96號候車亭,121.5364388,25.0503555,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongshan Girls High School S-Sec. 1, Jianguo N. rd.",Taipei City,Zhongshan District,"The bus station No. 96, Sec. 1, Jianguo N. Rd., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000069,379530800H,臺北市政府,臺北市公共運輸處,公車站,稻江護校-S-新生北路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生北路三段52號對面候車亭,121.5275823,25.0650327,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Daojiang High School of Nursing And Home Economics S-Sec. 3, Xinsheng N. rd.",Taipei City,Zhongshan District,"The bus station on the opposite side of No. 50-2, Sec. 3, Xinsheng N. Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000070,379530800H,臺北市政府,臺北市公共運輸處,公車站,吉林國小-新生北路-S-南京東路一段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生北路二段28巷口旁約50公尺(新生北路二段本線)候車亭,121.5273050,25.0533800,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Jiling Elementart School -Sinsheng N. Rd S-Sec. 1, Nanjing E. rd.",Taipei City,Zhongshan District,"The bus station about 50 meters from the entrance of Ln. 28, Sec. 2, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104 , Taiwan (R.O.C.) (On Section 2, Xinsheng North Road main Line)"
TPEE000071,379530800H,臺北市政府,臺北市公共運輸處,公車站,民族東路口-S-新生北路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生北路三段82之6號附近候車亭,121.5276232,25.0673850,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Minzu E. Rd. Entrance S-Sec. 3, Xinsheng N. rd.",Taipei City,Zhongshan District,"The bus station near No. 82-6, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104 , Taiwan (R.O.C.)"
TPEE000072,379530800H,臺北市政府,臺北市公共運輸處,公車站,中山老人住宅-S-新生北路二段,,TAIFO,104,臺北市,中山區,104臺北市中山區新生北路二段74號前方高架橋旁候車亭,121.5273652,25.0571666,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongshan Elderly House S-Sec. 2, Xinsheng N. rd.",Taipei City,Zhongshan District,"The bus station next to the viaduct in front of No. 74, Sec. 2, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104?, Taiwan (R.O.C.)"
TPEE000074,379530800H,臺北市政府,臺北市公共運輸處,公車站,榮星花園-建國北路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區建國北路三段28號前候車亭,121.5367806,25.0640450,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Ronxing Garden-Sec. 3, Jianguo N. rd.",Taipei City,Zhongshan District,"The bus station near No. 28, Sec. 3, Jianguo N. Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000075,379530800H,臺北市政府,臺北市公共運輸處,公車站,第二果菜市場-S-建國北路三段,,TAIFO,104,臺北市,中山區,104臺北市中山區建國北路三段78號旁候車亭,121.53574,25.06578,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei 2nd Fruits and Vegetable  Market-S-Sec. 3, Jianguo N. rd.",Taipei City,Zhongshan District,"The bus station next to No. 78, Sec. 3, Jianguo N. Rd., Zhongshan Dist., Taipei City 104 , Taiwan (R.O.C.)"
TPEE000076,379530800H,臺北市政府,臺北市公共運輸處,公車站,建國錦州街口-S-建國北路二段,,TAIFO,104,臺北市,中山區,104臺北市中山區建國北路二段216號旁候車亭,121.5367223,25.0607878,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Jiangguo And Jinzhou Intersection S-Sec. 2, Jianguo N. rd.",Taipei City,Zhongshan District,"The bus station front of No. 216, Sec. 2, Jianguo N. Rd., Zhongshan District, Taipei City 104, Taiwan (R.O.C.)"
TPEE000077,379530800H,臺北市政府,臺北市公共運輸處,公車站,新生公園-W2-民族東路,,TAIFO,104,臺北市,中山區,104臺北市中山區民族東路210號對面候車停,121.5312891,25.0684177,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei Expo Park W-Minzu E. rd.,Taipei City,Zhongshan District,"The bus station on the opposite side of No. 210, Minzu E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)"
TPEE000078,379530800H,臺北市政府,臺北市公共運輸處,公車站,北安國中-W-明水路,,TAIFO,104,臺北市,中山區,104臺北市中山區明水路325號旁候車亭,121.5414047,25.0777112,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Beian Jr. High School W-Mingshui rd.,Taipei City,Zhongshan District,"The bus station next to No. 325, Mingshui Rd., Zhongshan Dist., Taipei City?104?, Taiwan (R.O.C.)"
TPEE000079,379530800H,臺北市政府,臺北市公共運輸處,公車站,河濱公園大佳段-W-濱江街,,TAIFO,104,臺北市,中山區,104臺北市中山區濱江街183號旁候車亭,121.5392760,25.0726520,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Riverside Park Dajia Section W-Binjiang st.,Taipei City,Zhongshan District,"The bus station No. 183, Binjiang St., Zhongshan District, Taipei City 104, Taiwan,  (R.O.C.)"
TPEE000080,379530800H,臺北市政府,臺北市公共運輸處,公車站,一女中(貴陽)-E-重慶南路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區重慶南路一段165號旁候車亭(貴陽街一段本線上),121.5145402,25.0385603,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei First Girls High School(Guiyang )-E-Sec. 1, Chongqing S. rd.",Taipei City,Zhongzheng District,"The bus station near  (Main Line, Sec. 1, Guiyang St.)No. 165, Sec. 1, Chongqing S. Rd., Zhongzheng District, Taipei City 100, Taiwan,  (R.O.C.) "
TPEE000081,379530800H,臺北市政府,臺北市公共運輸處,公車站,一女中(貴陽)-W-重慶南路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區重慶南路一段165號對面候車亭(貴陽街一段本線上)(介壽公園側),121.5144800,25.0387260,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei First Girls High School(Guiyang)- W-Sec. 1, Chongqing S. rd.",Taipei City,Zhongzheng District,"The bus station on the opposite side of(Main Line, Sec. 1, Guiyang St.)(Near Jieshou Park)No. 165, Sec. 1, Chongqing S. Rd., Zhongzheng District, Taipei City 100, Taiwan,  (R.O.C.) "
TPEE000082,379530800H,臺北市政府,臺北市公共運輸處,公車站,重慶南路三段(中正橋)-S-重慶南路三段,,TAIFO,100,臺北市,中正區,100臺北市中正區重慶南路三段94號旁候車亭,121.5165269,25.0247618,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Sec. 3, Chongqing S. Rd(Zhongzheng bridge)-S-Sec. 3, Chongqing S. Rd.",Taipei City,Zhongzheng District,"The bus station next to No. 94, Sec. 3, Chongqing S. Rd., Zhongzheng Dist., Taipei City?100?, Taiwan (R.O.C.)"
TPEE000083,379530800H,臺北市政府,臺北市公共運輸處,公車站,中華路北站-慢車道-N-中華路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區中華路一段41號旁候車亭,121.5088772,25.0450374,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhonghua Rd. N. Stop -Slow Lane-N-Sec. 1, Zhonghua rd.",Taipei City,Zhongzheng District,"The bus station next to No. 41, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City?100?, Taiwan (R.O.C.)"
TPEE000085,379530800H,臺北市政府,臺北市公共運輸處,公車站,開南商工-S-林森南路,,TAIFO,100,臺北市,中正區,100臺北市中正區林森南路33號對面候車亭,121.5223196,25.0417670,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,KaiNan High School of Commerce and Industry-S-Linsen South Road,Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 33, Linsen S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)"
TPEE000086,379530800H,臺北市政府,臺北市公共運輸處,公車站,寶慶路-E1-寶慶路,,TAIFO,100,臺北市,中正區,100臺北市中正區寶慶路57號對面候車亭,121.5097684,25.0415536,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Baoqing Rd. E1-Baoqing rd.,Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 49, Baoqing Rd., Zhongzheng District, Taipei City 100, Taiwan,  (R.O.C.)"
TPEE000087,379530800H,臺北市政府,臺北市公共運輸處,公車站,財政大樓-S-南昌路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區南昌路一段1號斜對面候車亭,121.5154179,25.0335459,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nanmen-S-Sec. 1, Nanchang Rd",Taipei City,Zhongzheng District,"The bus station diagonally opposite side of  No. 1, Sec. 1, Nanchang Rd., Zhongzheng Dist., Taipei City 100 , Taiwan (R.O.C.)"
TPEE000088,379530800H,臺北市政府,臺北市公共運輸處,公車站,一女中(公園)N-公園路,,TAIFO,100,臺北市,中正區,100臺北市中正區公園路21號候車亭,121.5151020,25.0367550,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei First Girls High School-Gongyuan N-Gongyuan rd.,Taipei City,Zhongzheng District,"The bus station near No. 21, Gongyuan Rd., Zhongzheng District, Taipei City 100, Taiwan (R.O.C.)"
TPEE000089,379530800H,臺北市政府,臺北市公共運輸處,公車站,一女中(公園)S-公園路,,TAIFO,100,臺北市,中正區,100臺北市中正區公園路1號對面候車亭,121.5151161,25.0380716,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei First Girls High School-Gongyuan S-Gongyuan rd.,Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 21, Gongyuan Rd., Zhongzheng District, Taipei City 100, Taiwan (R.O.C.)"
TPEE000090,379530800H,臺北市政府,臺北市公共運輸處,公車站,市立教大附小-S-公園路,,TAIFO,100,臺北市,中正區,100臺北市中正區愛國西路1號(博愛校區音樂館)旁候車亭,121.5150094,25.0363644,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Affiliated Experimental S-Gongyuan rd.,Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 21, Gongyuan Rd., Zhongzheng District, Taipei City 100, Taiwan (R.O.C.)"
TPEE000091,379530800H,臺北市政府,臺北市公共運輸處,公車站,小南門-和平院區-愛國西路,,TAIFO,100,臺北市,中正區,100臺北市中正區延平南路143號旁候車亭(愛國西路本線上),121.5083920,25.0363480,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Xiaonanmen(Heping Hospital Branch)Aiguo W. Rd.,Taipei City,Zhongzheng District,"The bus station next to (Aiguo W. Rd Main Line) No. 143, Yanping S. Rd., Zhongzheng Dist., Taipei City 100 , Taiwan (R.O.C.)"
TPEE000092,379530800H,臺北市政府,臺北市公共運輸處,公車站,小南門(和平院區)-延平南路,,TAIFO,100,臺北市,中正區,100臺北市中正區博愛路172號旁候車亭(愛國西路本線上),121.5088270,25.0368130,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Xiaonan Gate (Heping Hospital)-Yanping S. rd.,Taipei City,Zhongzheng District,"The bus station near (On Aiguo W. Rd. main line)No. 172, Bo'ai Rd., Zhongzheng Dist., Taipei City 100 , Taiwan (R.O.C.) "
TPEE000093,379530800H,臺北市政府,臺北市公共運輸處,公車站,成功中學(濟南)-E-濟南路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區濟南路一段71號對面候車亭,121.5229484,25.0422610,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Chenggong High School(Jinan)-E- Sec. 1, Jinan Rd",Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 71, Sec. 1, Jinan Rd., Zhongzheng Dist., Taipei City 100 , Taiwan (R.O.C.)"
TPEE000094,379530800H,臺北市政府,臺北市公共運輸處,公車站,成功中學(濟南)濟南路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區濟南路一段71號旁候車亭,121.5231218,25.0424005,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Chenggong High Schoool-Jinan-Sec. 1, Jinan rd.",Taipei City,Zhongzheng District,"The bus station near No. 71, Sec. 1, Jinan Rd., Zhongzheng District, Taipei City 100, Taiwan (R.O.C.)"
TPEE000095,379530800H,臺北市政府,臺北市公共運輸處,公車站,開南商工-林森南路,,TAIFO,100,臺北市,中正區,100臺北市中正區林森南路33號旁候車亭,121.5226128,25.0420691,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,KaiNan High School of Commerce and Industry Linsen South Road,Taipei City,Zhongzheng District,"The bus station near No. 33, Linsen S. Rd., Zhongzheng Dist., Taipei City 100 , Taiwan (R.O.C.)"
TPEE000096,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺北法院-W-愛國西路,,TAIFO,100,臺北市,中正區,100臺北市中正區愛國西路26號對面候車亭,121.5114541,25.0358675,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei Court-W-Aiguo West Road,Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 26, Aiguo W. Rd., Zhongzheng Dist., Taipei City 100 , Taiwan (R.O.C.)"
TPEE000097,379530800H,臺北市政府,臺北市公共運輸處,公車站,金山泰安街口-S-金山南路一段,,TAIFO,100,臺北市,中正區,100臺北市中正區金山南路一段64號旁候車亭,121.5289361,25.0398176,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Intersection of Taian Street and Section 1, Jinshan South Road",Taipei City,Zhongzheng District,"Bus Shelter next to No. 64, Section 1, Jinshan South Road, Zhongzheng District, Taipei City 100"
